@relation compiledtraffic
@attribute sa numeric
@attribute sb numeric
@attribute sc numeric
@attribute sd numeric
@attribute se numeric
@attribute sf numeric
@attribute sg numeric
@attribute sh numeric
@attribute si numeric
@attribute sj numeric
@attribute sk numeric
@attribute sl numeric
@attribute sm numeric
@attribute Sa numeric
@attribute Sb numeric
@attribute Sc numeric
@attribute Sd numeric
@attribute Se numeric
@attribute Sf numeric
@attribute Sg numeric
@attribute Sh numeric
@attribute Si numeric
@attribute Sj numeric
@attribute Sk numeric
@attribute Sl numeric
@attribute Sm numeric
@attribute Sn numeric
@attribute So numeric
@attribute Sp numeric
@attribute Sq numeric
@attribute Sr numeric
@attribute Ss numeric
@attribute St numeric
@attribute Su numeric
@attribute Sv numeric
@attribute Sx numeric
@attribute Sz numeric
@attribute ga numeric
@attribute gb numeric
@attribute gc numeric
@attribute gd numeric
@attribute ge numeric
@attribute gf numeric
@attribute gg {01:a0:f4:08:2f:77, FF:FF:FF:FF:FF:11, FF:FF:FF:FF:FF:22, FF:FF:FF:FF:FF:33, FF:FF:FF:FF:FF:44, FF:FF:FF:FF:FF:55, FF:FF:FF:FF:FF:66, FF:FF:FF:FF:FF:FF, FF:FF:FF:FF:FF:77, FF:FF:FF:FF:FF:AA, FF:FF:FF:FF:FF:BB, FF:FF:FF:FF:FF:CC, FF:FF:FF:FF:FF:DD, FF:FF:FF:FF:FF:EE, FF:FF:FF:FF:FF:AB, FF:FF:FF:FF:FF:AC}
@attribute gh {00:a0:f4:08:2f:77, FF:FF:FF:FF:FF:11, FF:FF:FF:FF:FF:22, FF:FF:FF:FF:FF:33, FF:FF:FF:FF:FF:44, FF:FF:FF:FF:FF:55, FF:FF:FF:FF:FF:66, FF:FF:FF:FF:FF:FF, FF:FF:FF:FF:FF:77, FF:FF:FF:FF:FF:AA, FF:FF:FF:FF:FF:BB, FF:FF:FF:FF:FF:CC, FF:FF:FF:FF:FF:DD, FF:FF:FF:FF:FF:EE, FF:FF:FF:FF:FF:AB, FF:FF:FF:FF:FF:AC}
@attribute gi {0x000077b7, 0x000088b8}
@attribute gj numeric
@attribute gk {0x00003002, 0x00003001}
@attribute gl numeric
@attribute gm {0x7101, 0x8100}
@attribute gn {LD/LLN0$IntLockB, LD/LLN0$GO$gcbA}
@attribute go {LD/LLN0$IntLockA, AA1C1Q01A1LD0/LLN0$InterlockingC}
@attribute gp {InterlockingF, InterlockingA}
@attribute gq {TRUE, FALSE}
@attribute gr numeric
@attribute gs {TRUE, FALSE}
@attribute gt numeric
@attribute gu numeric
@attribute pp {SV, GOOSE}
@attribute Ga numeric
@attribute Gb numeric
@attribute Gc numeric
@attribute Gd numeric
@attribute Ge numeric
@attribute Gf numeric
@attribute Gg numeric
@attribute Sy numeric
@attribute Gi numeric
@attribute SG numeric
@attribute @class {N, A}
@data
3851.7168,-0.036470152,0.07571713,-0.039397903,0.029111616,0.062425505,-0.09114847,0.09564769,-0.0410942,-0.054570977,0.09403694,-0.039097816,-0.054984685,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.0024868750001587614,A
3851.717,-0.041331258,0.074543305,-0.033496678,0.022954404,0.06749505,-0.0899159,0.09473819,-0.033990856,-0.060765076,0.09295648,-0.032080553,-0.06092778,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.0027310156251587614,A
3851.717,-0.04596042,0.07299963,-0.027436906,0.01670603,0.071945846,-0.08792899,0.09334209,-0.026790164,-0.06656972,0.09127282,-0.024865396,-0.06646415,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.0027310156251587614,A
3851.7173,-0.050227664,0.0715266,-0.021895763,0.010242267,0.07583043,-0.08514512,0.091342546,-0.01940345,-0.071953505,0.089016825,-0.017442804,-0.07162825,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.0029751562501587614,A
3851.7175,-0.054094248,0.06936191,-0.016064677,0.0035535905,0.079224706,-0.08159659,0.08872967,-0.01185592,-0.076884806,0.08626588,-0.010030494,-0.07628625,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.0032192968751587614,A
3851.7178,-0.057591163,0.0668858,-0.010209228,-0.0032469826,0.08241187,-0.07771395,0.08559949,-0.00426125,-0.08134052,0.08305132,-0.00266291,-0.08043312,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.0034634375001587614,A
3851.718,-0.06076573,0.064271994,-0.0045554903,-0.010687755,0.08589228,-0.07356806,0.08191362,0.0033628787,-0.085263945,0.07933487,0.0047086547,-0.08407543,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.0037075781251587614,A
3851.7183,-0.063472405,0.06070345,0.0015776255,-0.018493028,0.08905719,-0.06884507,0.077701986,0.010948733,-0.08862474,0.07507316,0.01215822,-0.087247476,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.003951718750158761,A
3851.7185,-0.06631927,0.057103824,0.007877777,-0.026058426,0.09134389,-0.06341692,0.07297231,0.01839738,-0.09133135,0.070326574,0.01951876,-0.08985073,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.004195859375158761,A
3851.7185,-0.06942082,0.05367557,0.014216381,-0.033484437,0.09302494,-0.057460543,0.06776908,0.025727844,-0.09344693,0.065176554,0.02672468,-0.09190189,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.004195859375158761,A
3851.7188,-0.07181863,0.04918685,0.020864943,-0.04053906,0.09376488,-0.050965395,0.062121537,0.032885723,-0.09495122,0.05961568,0.03375341,-0.09336035,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.004440000000158761,A
3851.719,-0.07310629,0.043479536,0.02762305,-0.04737182,0.09399418,-0.044251055,0.056067977,0.03985626,-0.09586601,0.053650063,0.040515006,-0.09414628,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.004684140625158761,A
3851.7192,-0.073910825,0.037754245,0.033951316,-0.05333418,0.09344377,-0.03764216,0.049679015,0.046538994,-0.09616117,0.047336157,0.046969462,-0.094286755,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.004928281250158761,A
3851.7195,-0.07382429,0.03184974,0.039637323,-0.058442023,0.09196802,-0.030997956,0.04307476,0.052888498,-0.095908664,0.04070697,0.053131767,-0.093820006,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.005172421875158761,A
3851.7197,-0.073445775,0.026176462,0.044759825,-0.06304861,0.09004516,-0.024439197,0.03618025,0.058907293,-0.095038645,0.033861473,0.0588843,-0.0927282,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.005416562500158761,A
3851.72,-0.07260584,0.020744924,0.04919006,-0.06719353,0.08757833,-0.017826365,0.029010465,0.06456719,-0.09353795,0.026870117,0.06418806,-0.09104631,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.005660703125158761,A
3851.72,-0.071811974,0.015936406,0.05306374,-0.070746705,0.08444072,-0.011113942,0.021653382,0.069852784,-0.09147404,0.019752193,0.06906414,-0.08881403,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.005660703125158761,A
3851.7202,-0.07058038,0.0111538265,0.056495305,-0.07427981,0.081186205,-0.0043312414,0.014194585,0.07471344,-0.088885084,0.012599222,0.073521115,-0.086124934,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.005904843750158761,A
3851.7205,-0.06969728,0.006919688,0.059749197,-0.077641726,0.0775895,0.0025902889,0.0065971753,0.07912801,-0.08571173,0.0052921893,0.077594206,-0.08289406,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.006148984375158761,A
3851.7207,-0.06848569,0.002857931,0.06257167,-0.08024277,0.07339153,0.009422658,-9.743725E-4,0.083006956,-0.08203165,-0.0020418086,0.08122988,-0.07920059,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.006393125000158761,A
3851.721,-0.066902064,-0.0010568423,0.06492882,-0.08217058,0.06844348,0.016388064,-0.008461527,0.08634545,-0.07789267,-0.009409806,0.08444128,-0.07504628,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.006637265625158761,A
3851.7212,-0.06517003,-0.0049112616,0.067104734,-0.08361475,0.06312813,0.023252623,-0.015906746,0.089200914,-0.073313124,-0.016699875,0.08716728,-0.07048,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.006881406250158761,A
3851.7214,-0.062418774,-0.008936666,0.068436034,-0.08435861,0.05734519,0.02988926,-0.023264667,0.091558225,-0.06832139,-0.024023859,0.08944894,-0.06543634,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.007125546875158761,A
3851.7217,-0.058938738,-0.013093477,0.069262065,-0.0845906,0.0510543,0.03649575,-0.030404419,0.09334944,-0.062978774,-0.03116275,0.09114879,-0.059996255,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.007369687500158761,A
3851.7217,-0.05492284,-0.0170602,0.06932292,-0.084219836,0.044222705,0.043074306,-0.037355185,0.094612494,-0.057287116,-0.038018078,0.09224121,-0.054229986,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.007369687500158761,A
3851.722,-0.05044645,-0.021417558,0.06930297,-0.0831723,0.03718112,0.049009874,-0.044069227,0.09527036,-0.051229995,-0.04466097,0.0928196,-0.04815783,0.0,8.739514299804796E-5,0.0,-1.2062478698737777E-4,0.0,2.823209764812873E-5,0.0,-3.6561632157372514E-5,0.0,4.228702481512414E-5,0.0,-9.616084746255638E-7,0.0,-3.498197585827256E-5,0.0,-1.0752680921655156E-5,0.0,4.568666123816456E-5,0.0,4.575547774976485E-5,0.0,-8.2577727926747E-6,0.0,4.575547774976485E-5,3851.70631,3851.71431,3,3600,1, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, 0, 0, 0, 0, 0.0039999999999054126, 0.0, 0.007999999999810825, 0.007613828125158761,A
