@relation compiledtraffic
@attribute sa numeric
@attribute sb numeric
@attribute sc numeric
@attribute sd numeric
@attribute se numeric
@attribute sf numeric
@attribute sg numeric
@attribute sh numeric
@attribute si numeric
@attribute sj numeric
@attribute sk numeric
@attribute sl numeric
@attribute sm numeric
@attribute Sa numeric
@attribute Sb numeric
@attribute Sc numeric
@attribute Sd numeric
@attribute Se numeric
@attribute Sf numeric
@attribute Sg numeric
@attribute Sh numeric
@attribute Si numeric
@attribute Sj numeric
@attribute Sk numeric
@attribute Sl numeric
@attribute Sm numeric
@attribute Sn numeric
@attribute So numeric
@attribute Sp numeric
@attribute Sq numeric
@attribute Sr numeric
@attribute Ss numeric
@attribute St numeric
@attribute Su numeric
@attribute Sv numeric
@attribute Sx numeric
@attribute Sz numeric
@attribute ga numeric
@attribute gb numeric
@attribute gc numeric
@attribute gd numeric
@attribute ge numeric
@attribute gf numeric
@attribute gg {01:a0:f4:08:2f:77, FF:FF:FF:FF:FF:11, FF:FF:FF:FF:FF:22, FF:FF:FF:FF:FF:33, FF:FF:FF:FF:FF:44, FF:FF:FF:FF:FF:55, FF:FF:FF:FF:FF:66, FF:FF:FF:FF:FF:FF, FF:FF:FF:FF:FF:77, FF:FF:FF:FF:FF:AA, FF:FF:FF:FF:FF:BB, FF:FF:FF:FF:FF:CC, FF:FF:FF:FF:FF:DD, FF:FF:FF:FF:FF:EE, FF:FF:FF:FF:FF:AB, FF:FF:FF:FF:FF:AC}
@attribute gh {00:a0:f4:08:2f:77, FF:FF:FF:FF:FF:11, FF:FF:FF:FF:FF:22, FF:FF:FF:FF:FF:33, FF:FF:FF:FF:FF:44, FF:FF:FF:FF:FF:55, FF:FF:FF:FF:FF:66, FF:FF:FF:FF:FF:FF, FF:FF:FF:FF:FF:77, FF:FF:FF:FF:FF:AA, FF:FF:FF:FF:FF:BB, FF:FF:FF:FF:FF:CC, FF:FF:FF:FF:FF:DD, FF:FF:FF:FF:FF:EE, FF:FF:FF:FF:FF:AB, FF:FF:FF:FF:FF:AC}
@attribute gi {0x000077b7, 0x000088b8}
@attribute gj numeric
@attribute gk {0x00003002, 0x00003001}
@attribute gl numeric
@attribute gm {0x7101, 0x8100}
@attribute gn {LD/LLN0$IntLockB, LD/LLN0$GO$gcbA}
@attribute go {LD/LLN0$IntLockA, AA1C1Q01A1LD0/LLN0$InterlockingC}
@attribute gp {InterlockingF, InterlockingA}
@attribute gq {TRUE, FALSE}
@attribute gr numeric
@attribute gs {TRUE, FALSE}
@attribute gt numeric
@attribute gu numeric
@attribute pp {SV, GOOSE}
@attribute Ga numeric
@attribute Gb numeric
@attribute Gc numeric
@attribute Gd numeric
@attribute Ge numeric
@attribute Gf numeric
@attribute Gg numeric
@attribute Sy numeric
@attribute Gi numeric
@attribute SG numeric
@attribute @class@ {N, A}
@data
2308.0977,0.022050776,0.044529427,-0.064215034,0.10494423,-0.010679058,-0.09635158,0.06965461,-0.09905673,0.02941364,0.069506735,-0.096241765,0.026720595,0.0,3.7188164517942823E-4,0.0,-1.6910364203681638E-4,0.0,-2.0258545754359147E-4,0.0,-4.278961952479676E-4,0.0,2.5966324650994466E-4,0.0,1.6829780921057136E-4,0.0,4.163001101176178E-5,0.0,4.460399136263504E-6,0.0,-4.60735593321715E-5,0.0,-4.0332622660343986E-5,0.0,-1.9056847504472785E-6,0.0,-4.0332622660343986E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0810662499998216,N
2308.098,0.0155262165,0.04936998,-0.06265297,0.10079024,-0.0013705303,-0.101367295,0.07540903,-0.09679196,0.021397145,0.07502046,-0.09386204,0.018825838,0.0,3.7188164517942823E-4,0.0,-1.6910364203681638E-4,0.0,-2.0258545754359147E-4,0.0,-4.278961952479676E-4,0.0,2.5966324650994466E-4,0.0,1.6829780921057136E-4,0.0,4.163001101176178E-5,0.0,4.460399136263504E-6,0.0,-4.60735593321715E-5,0.0,-4.0332622660343986E-5,0.0,-1.9056847504472785E-6,0.0,-4.0332622660343986E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0813103906248216,N
2308.0981,0.0088296365,0.053661976,-0.060391337,0.09594346,0.008007152,-0.105744824,0.08061129,-0.09386048,0.013265798,0.07999535,-0.09084323,0.01083086,0.0,3.7188164517942823E-4,0.0,-1.6910364203681638E-4,0.0,-2.0258545754359147E-4,0.0,-4.278961952479676E-4,0.0,2.5966324650994466E-4,0.0,1.6829780921057136E-4,0.0,4.163001101176178E-5,0.0,4.460399136263504E-6,0.0,-4.60735593321715E-5,0.0,-4.0332622660343986E-5,0.0,-1.9056847504472785E-6,0.0,-4.0332622660343986E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0815545312498216,N
2308.0984,0.0019978932,0.057365797,-0.057422675,0.09043959,0.017368244,-0.10943188,0.08523953,-0.090295605,0.00507465,0.08439461,-0.08720768,0.0027949659,0.0,3.7188164517942823E-4,0.0,-1.6910364203681638E-4,0.0,-2.0258545754359147E-4,0.0,-4.278961952479676E-4,0.0,2.5966324650994466E-4,0.0,1.6829780921057136E-4,0.0,4.163001101176178E-5,0.0,4.460399136263504E-6,0.0,-4.60735593321715E-5,0.0,-4.0332622660343986E-5,0.0,-1.9056847504472785E-6,0.0,-4.0332622660343986E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0817986718748216,N
2308.0984,-0.004869838,0.060446814,-0.053808056,0.08436305,0.026617223,-0.11241608,0.089267105,-0.086127564,-0.0031194286,0.0881875,-0.08298493,-0.005221545,0.0,3.7188164517942823E-4,0.0,-1.6910364203681638E-4,0.0,-2.0258545754359147E-4,0.0,-4.278961952479676E-4,0.0,2.5966324650994466E-4,0.0,1.6829780921057136E-4,0.0,4.163001101176178E-5,0.0,4.460399136263504E-6,0.0,-4.60735593321715E-5,0.0,-4.0332622660343986E-5,0.0,-1.9056847504472785E-6,0.0,-4.0332622660343986E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0817986718748216,N
2308.0986,-0.011630044,0.062845975,-0.049626295,0.0778224,0.035684682,-0.114740945,0.0926708,-0.081393786,-0.0112558035,0.091358356,-0.07821131,-0.013166553,0.0,3.7188164517942823E-4,0.0,-1.6910364203681638E-4,0.0,-2.0258545754359147E-4,0.0,-4.278961952479676E-4,0.0,2.5966324650994466E-4,0.0,1.6829780921057136E-4,0.0,4.163001101176178E-5,0.0,4.460399136263504E-6,0.0,-4.60735593321715E-5,0.0,-4.0332622660343986E-5,0.0,-1.9056847504472785E-6,0.0,-4.0332622660343986E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0820428124998216,N
2308.0989,-0.018198987,0.06456865,-0.044960547,0.070912816,0.04450084,-0.11643855,0.09543432,-0.07613521,-0.01927745,0.09388602,-0.07292447,-0.020981198,0.0,3.7188164517942823E-4,0.0,-1.6910364203681638E-4,0.0,-2.0258545754359147E-4,0.0,-4.278961952479676E-4,0.0,2.5966324650994466E-4,0.0,1.6829780921057136E-4,0.0,4.163001101176178E-5,0.0,4.460399136263504E-6,0.0,-4.60735593321715E-5,0.0,-4.0332622660343986E-5,0.0,-1.9056847504472785E-6,0.0,-4.0332622660343986E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0822869531248216,N
2308.099,-0.024460366,0.065590695,-0.039904267,0.063692994,0.053018834,-0.11752423,0.097545624,-0.0703937,-0.02713008,0.09576507,-0.067173004,-0.02861193,0.0,3.7188164517942823E-4,0.0,-1.6910364203681638E-4,0.0,-2.0258545754359147E-4,0.0,-4.278961952479676E-4,0.0,2.5966324650994466E-4,0.0,1.6829780921057136E-4,0.0,4.163001101176178E-5,0.0,4.460399136263504E-6,0.0,-4.60735593321715E-5,0.0,-4.0332622660343986E-5,0.0,-1.9056847504472785E-6,0.0,-4.0332622660343986E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0825310937498216,N
2308.0994,-0.03039408,0.06594762,-0.03451697,0.05624069,0.061154075,-0.11799559,0.098990954,-0.06421121,-0.0347579,0.096997775,-0.061006162,-0.036011767,0.0,3.7188164517942823E-4,0.0,-1.6910364203681638E-4,0.0,-2.0258545754359147E-4,0.0,-4.278961952479676E-4,0.0,2.5966324650994466E-4,0.0,1.6829780921057136E-4,0.0,4.163001101176178E-5,0.0,4.460399136263504E-6,0.0,-4.60735593321715E-5,0.0,-4.0332622660343986E-5,0.0,-1.9056847504472785E-6,0.0,-4.0332622660343986E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0827752343748216,N
2308.0996,-0.03600928,0.06563161,-0.02878279,0.04853976,0.068931185,-0.11786739,0.099770635,-0.057636913,-0.042111903,0.097583786,-0.054470558,-0.043133363,0.0,3.7188164517942823E-4,0.0,-1.6910364203681638E-4,0.0,-2.0258545754359147E-4,0.0,-4.278961952479676E-4,0.0,2.5966324650994466E-4,0.0,1.6829780921057136E-4,0.0,4.163001101176178E-5,0.0,4.460399136263504E-6,0.0,-4.60735593321715E-5,0.0,-4.0332622660343986E-5,0.0,-1.9056847504472785E-6,0.0,-4.0332622660343986E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0830193749998216,N
2308.0999,-0.041273907,0.06463927,-0.022731984,0.040579706,0.0763358,-0.11711526,0.09988717,-0.050720297,-0.049144886,0.097521715,-0.047612295,-0.04992948,0.0,3.7188164517942823E-4,0.0,-1.6910364203681638E-4,0.0,-2.0258545754359147E-4,0.0,-4.278961952479676E-4,0.0,2.5966324650994466E-4,0.0,1.6829780921057136E-4,0.0,4.163001101176178E-5,0.0,4.460399136263504E-6,0.0,-4.60735593321715E-5,0.0,-4.0332622660343986E-5,0.0,-1.9056847504472785E-6,0.0,-4.0332622660343986E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0832635156248216,N
2308.0999,-0.046188295,0.06301963,-0.01641314,0.032342784,0.08334193,-0.11569289,0.0993487,-0.043512445,-0.05581377,0.09681972,-0.040481985,-0.056357685,0.0,3.7188164517942823E-4,0.0,-1.6910364203681638E-4,0.0,-2.0258545754359147E-4,0.0,-4.278961952479676E-4,0.0,2.5966324650994466E-4,0.0,1.6829780921057136E-4,0.0,4.163001101176178E-5,0.0,4.460399136263504E-6,0.0,-4.60735593321715E-5,0.0,-4.0332622660343986E-5,0.0,-1.9056847504472785E-6,0.0,-4.0332622660343986E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0832635156248216,N
2308.1,-0.050790112,0.060853764,-0.009868669,0.023874765,0.08990815,-0.113601014,0.09816907,-0.03606632,-0.06207941,0.095482096,-0.03312581,-0.062376387,0.0,3.7188164517942823E-4,0.0,-1.6910364203681638E-4,0.0,-2.0258545754359147E-4,0.0,-4.278961952479676E-4,0.0,2.5966324650994466E-4,0.0,1.6829780921057136E-4,0.0,4.163001101176178E-5,0.0,4.460399136263504E-6,0.0,-4.60735593321715E-5,0.0,-4.0332622660343986E-5,0.0,-1.9056847504472785E-6,0.0,-4.0332622660343986E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0835076562498216,N
2308.1003,-0.05501675,0.058130477,-0.003140431,0.015228931,0.096033044,-0.11088616,0.09636045,-0.028431736,-0.06790465,0.09351957,-0.025594946,-0.067944944,0.0,3.7188164517942823E-4,0.0,-1.6910364203681638E-4,0.0,-2.0258545754359147E-4,0.0,-4.278961952479676E-4,0.0,2.5966324650994466E-4,0.0,1.6829780921057136E-4,0.0,4.163001101176178E-5,0.0,4.460399136263504E-6,0.0,-4.60735593321715E-5,0.0,-4.0332622660343986E-5,0.0,-1.9056847504472785E-6,0.0,-4.0332622660343986E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0837517968748216,N
2308.1006,-0.058751777,0.05483463,0.003679737,0.0064968965,0.101662986,-0.10758345,0.093941726,-0.020661032,-0.07325594,0.090955876,-0.0179451,-0.07303103,0.0,3.7188164517942823E-4,0.0,-1.6910364203681638E-4,0.0,-2.0258545754359147E-4,0.0,-4.278961952479676E-4,0.0,2.5966324650994466E-4,0.0,1.6829780921057136E-4,0.0,4.163001101176178E-5,0.0,4.460399136263504E-6,0.0,-4.60735593321715E-5,0.0,-4.0332622660343986E-5,0.0,-1.9056847504472785E-6,0.0,-4.0332622660343986E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0839959374998216,N
2308.1008,-0.061964486,0.05102246,0.010505516,-0.0022518483,0.10673403,-0.10370125,0.09092731,-0.012804638,-0.07809727,0.08781224,-0.0102281505,-0.07760407,0.0,3.7188164517942823E-4,0.0,-1.6910364203681638E-4,0.0,-2.0258545754359147E-4,0.0,-4.278961952479676E-4,0.0,2.5966324650994466E-4,0.0,1.6829780921057136E-4,0.0,4.163001101176178E-5,0.0,4.460399136263504E-6,0.0,-4.60735593321715E-5,0.0,-4.0332622660343986E-5,0.0,-1.9056847504472785E-6,0.0,-4.0332622660343986E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0842400781248216,N
2308.101,-0.064603105,0.046694644,0.017285075,-0.0109560685,0.11119284,-0.099255495,0.08733891,-0.004914968,-0.08239821,0.08411012,-0.0024945328,-0.08163497,0.0,3.7188164517942823E-4,0.0,-1.6910364203681638E-4,0.0,-2.0258545754359147E-4,0.0,-4.278961952479676E-4,0.0,2.5966324650994466E-4,0.0,1.6829780921057136E-4,0.0,4.163001101176178E-5,0.0,4.460399136263504E-6,0.0,-4.60735593321715E-5,0.0,-4.0332622660343986E-5,0.0,-1.9056847504472785E-6,0.0,-4.0332622660343986E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0844842187498216,N
2308.1013,-0.06663752,0.0418613,0.023979425,-0.01955277,0.11500832,-0.09428255,0.08320311,0.0029562595,-0.08613392,0.07988194,0.0052012177,-0.08510178,0.0,3.7188164517942823E-4,0.0,-1.6910364203681638E-4,0.0,-2.0258545754359147E-4,0.0,-4.278961952479676E-4,0.0,2.5966324650994466E-4,0.0,1.6829780921057136E-4,0.0,4.163001101176178E-5,0.0,4.460399136263504E-6,0.0,-4.60735593321715E-5,0.0,-4.0332622660343986E-5,0.0,-1.9056847504472785E-6,0.0,-4.0332622660343986E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0847283593748216,N
2308.1013,-0.06810019,0.03657113,0.030566728,-0.028020935,0.11817322,-0.08879953,0.07855435,0.010753407,-0.08928291,0.07516953,0.012803509,-0.08799068,0.0,3.7188164517942823E-4,0.0,-1.6910364203681638E-4,0.0,-2.0258545754359147E-4,0.0,-4.278961952479676E-4,0.0,2.5966324650994466E-4,0.0,1.6829780921057136E-4,0.0,4.163001101176178E-5,0.0,4.460399136263504E-6,0.0,-4.60735593321715E-5,0.0,-4.0332622660343986E-5,0.0,-1.9056847504472785E-6,0.0,-4.0332622660343986E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0847283593748216,N
2308.1016,-0.0690101,0.030894881,0.0369829,-0.03628801,0.12064812,-0.082843654,0.07342701,0.018425385,-0.09182823,0.070006646,0.020264862,-0.09028789,0.0,3.7188164517942823E-4,0.0,-1.6910364203681638E-4,0.0,-2.0258545754359147E-4,0.0,-4.278961952479676E-4,0.0,2.5966324650994466E-4,0.0,1.6829780921057136E-4,0.0,4.163001101176178E-5,0.0,4.460399136263504E-6,0.0,-4.60735593321715E-5,0.0,-4.0332622660343986E-5,0.0,-1.9056847504472785E-6,0.0,-4.0332622660343986E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0849724999998216,N
2308.1018,-0.069320336,0.024873246,0.043140426,-0.044296555,0.122442976,-0.0764884,0.06786249,0.02592164,-0.09376078,0.06443386,0.027537107,-0.09198559,0.0,-1.4591084794801645E-4,0.0,3.2772924640767087E-6,0.0,1.4242247020490595E-4,0.0,1.565990738754408E-4,0.0,2.466540371415249E-5,0.0,-1.8094942942070702E-4,0.0,2.0713411629458278E-5,0.0,-7.64838483036101E-6,0.0,-1.3054570587200942E-5,0.0,-1.7652284753921776E-5,0.0,-2.1013638757949593E-6,0.0,-1.7652284753921776E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0852166406248216,N
2308.102,-0.06903274,0.018591834,0.048962455,-0.051947527,0.12355365,-0.06982914,0.06190606,0.033194754,-0.09507831,0.0584993,0.034572847,-0.09308482,0.0,-1.4591084794801645E-4,0.0,3.2772924640767087E-6,0.0,1.4242247020490595E-4,0.0,1.565990738754408E-4,0.0,2.466540371415249E-5,0.0,-1.8094942942070702E-4,0.0,2.0713411629458278E-5,0.0,-7.64838483036101E-6,0.0,-1.3054570587200942E-5,0.0,-1.7652284753921776E-5,0.0,-2.1013638757949593E-6,0.0,-1.7652284753921776E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0854607812498216,N
2308.1023,-0.06811078,0.012109277,0.0543632,-0.059161324,0.12400725,-0.06297276,0.05560986,0.040195677,-0.0957841,0.052246116,0.04132925,-0.0935858,0.0,-1.4591084794801645E-4,0.0,3.2772924640767087E-6,0.0,1.4242247020490595E-4,0.0,1.565990738754408E-4,0.0,2.466540371415249E-5,0.0,-1.8094942942070702E-4,0.0,2.0713411629458278E-5,0.0,-7.64838483036101E-6,0.0,-1.3054570587200942E-5,0.0,-1.7652284753921776E-5,0.0,-2.1013638757949593E-6,0.0,-1.7652284753921776E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0857049218748216,N
2308.1025,-0.06651212,0.0054829293,0.059247985,-0.06588057,0.123820275,-0.05599432,0.049027234,0.046880424,-0.0958876,0.04571575,0.047770206,-0.09349408,0.0,-1.4591084794801645E-4,0.0,3.2772924640767087E-6,0.0,1.4242247020490595E-4,0.0,1.565990738754408E-4,0.0,2.466540371415249E-5,0.0,-1.8094942942070702E-4,0.0,2.0713411629458278E-5,0.0,-7.64838483036101E-6,0.0,-1.3054570587200942E-5,0.0,-1.7652284753921776E-5,0.0,-2.1013638757949593E-6,0.0,-1.7652284753921776E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0859490624998216,N
2308.1028,-0.06427895,-0.0011953979,0.06357048,-0.07204628,0.12299232,-0.04894227,0.04220263,0.05321541,-0.09539965,0.038964555,0.053854674,-0.09282538,0.0,-1.4591084794801645E-4,0.0,3.2772924640767087E-6,0.0,1.4242247020490595E-4,0.0,1.565990738754408E-4,0.0,2.466540371415249E-5,0.0,-1.8094942942070702E-4,0.0,2.0713411629458278E-5,0.0,-7.64838483036101E-6,0.0,-1.3054570587200942E-5,0.0,-1.7652284753921776E-5,0.0,-2.1013638757949593E-6,0.0,-1.7652284753921776E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0861932031248216,N
2308.1028,-0.061475553,-0.007872289,0.06734691,-0.07764896,0.12154894,-0.041844826,0.035188906,0.059163433,-0.094336115,0.032039423,0.059551477,-0.0915954,0.0,-1.4591084794801645E-4,0.0,3.2772924640767087E-6,0.0,1.4242247020490595E-4,0.0,1.565990738754408E-4,0.0,2.466540371415249E-5,0.0,-1.8094942942070702E-4,0.0,2.0713411629458278E-5,0.0,-7.64838483036101E-6,0.0,-1.3054570587200942E-5,0.0,-1.7652284753921776E-5,0.0,-2.1013638757949593E-6,0.0,-1.7652284753921776E-5,2308.01659,2308.01659,3077,2245,0, 261, 01:a0:f4:08:2f:77, 00:a0:f4:08:2f:77, 0x000088b8, 11000, 0x00003001, 247, 0x8100, LD/LLN0$GO$gcbA, LD/LLN0$IntLockA, InterlockingA, FALSE, 1, FALSE, 25, 247, GOOSE,0, 1, -8, 0, -8, -8, 1000.0, 0.0, 0.0, 0.0861932031248216,N
